t1ID,GCCLSID,ConceptLSID,acceptedFamily,family,fullName,rank,genusHybridMarker,genus,genusBasionymAuthors,genusAuthors,speciesHybridMarker,species,speciesBasAuthors,speciesAuthors,infraspecificRank,infraspecificEpithet,infraspecificBasAuthors,infraspecificAuthors,basionymAuthors,primaryAuthors,publication,collation,page,date,reference,basionymID,replacedSynonymID,nomenclaturalRemarks,taxonomicStatus,acceptedNameID,acceptedName,parentNameID,source,originalID,lastModifiedInSourceAvailable,lastModifiedInSource,dateExported,ipniID,IPNIContributions,GCCDataProviders,notes
GCC-C81A4B8B-6C0F-407B-AF30-0173B414EE5D,urn:lsid:compositae.org:names:C81A4B8B-6C0F-407B-AF30-0173B414EE5D,[none],Asteraceae,Asteraceae,"Lepachys columnaris var. columnaris",variety,,Lepachys,"","Raf.",,columnaris,"Pursh","(Pursh) Torr. & A.Gray",variety,columnaris,NULL,NULL,NULL,NULL,NULL,,"",,,,,"",Synonym,GCC-55D05800-93F1-4BA4-A311-4AB858E5164E,"Ratibida columnifera (Nutt.) Wooton & Standl.",GCC-5BEB8E64-F0EF-4D8A-AB74-B2FB620CE4B8,GCC,C81A4B8B-6C0F-407B-AF30-0173B414EE5D,true,2011-06-24T21:52:53.793,2012-02-11T19:46:03,,"","Data Providers:  Tropicos, LCR Editor",""
GCC-7C52417B-13AC-45A5-BBDA-0174B9DB92CD,urn:lsid:compositae.org:names:7C52417B-13AC-45A5-BBDA-0174B9DB92CD,[none],Asteraceae,Asteraceae,"Crinitina linosyris subsp. linosyris",subspecies,,Crinitina,"","Soják",,linosyris,"L.","(L.) Soják",subspecies,linosyris,NULL,NULL,NULL,NULL,NULL,,"",,,,,"",Synonym,GCC-C35BB77D-F44A-4545-A1FC-F0BDE764A484,"Galatella linosyris (L.) Rchb.f.",GCC-29186C25-9213-4E5D-89EF-1E1F2B96E10E,GCC,7C52417B-13AC-45A5-BBDA-0174B9DB92CD,true,2011-06-27T15:01:09.857,2012-02-11T19:46:03,,"","Data Providers:  LCR Editor",""
GCC-4DF7E3D4-7634-4238-81D5-01752C591FF6,urn:lsid:compositae.org:names:4DF7E3D4-7634-4238-81D5-01752C591FF6,urn:lsid:compositae.org:concepts:491533,Asteraceae,Asteraceae,"Schlagintweitia huteri subsp. subpicroides (Zahn) Gottschl. & Greuter",subspecies,,Schlagintweitia,"","Griseb.",,huteri,"Bamb.","(Bamb.) Gottschl. & Greuter",subspecies,subpicroides,"Zahn","(Zahn) Gottschl. & Greuter","Zahn","Gottschl. & Greuter","Gottschl. & Greuter, in Willdenowia 37. 2007.",,"182",2007,,GCC-78EB6227-5F67-4B29-8D82-1AB347F9E264,,"",Accepted,GCC-4DF7E3D4-7634-4238-81D5-01752C591FF6,"Schlagintweitia huteri subsp. subpicroides (Zahn) Gottschl. & Greuter",GCC-AC48775D-C91D-4537-AFF3-639F98BB5602,GCC,4DF7E3D4-7634-4238-81D5-01752C591FF6,true,2010-12-21T06:06:49.740,2012-02-11T19:46:03,,"","Data Providers:  Euro+Med, Cichorieae Portal",""
GCC-E791942E-8E3E-49A5-BEB2-017643E09FDF,urn:lsid:compositae.org:names:E791942E-8E3E-49A5-BEB2-017643E09FDF,urn:lsid:compositae.org:concepts:325150,Asteraceae,Asteraceae,"Ericameria viscidiflora var. stenophylla (A.Gray) L.C.Anderson",variety,,Ericameria,"","Nutt.",,viscidiflora,"Hook.","(Hook.) L.C.Anderson",variety,stenophylla,"A.Gray","(A.Gray) L.C.Anderson","A.Gray","L.C.Anderson","Great Basin Naturalist 55",,"87",1995,,GCC-C43FB7AA-68A2-439D-A22E-7DE0F293FBD1,,"",Synonym,GCC-28B408F8-6AA8-4719-B136-A821217480C7,"Chrysothamnus viscidiflorus (Hook.) Nutt. subsp. viscidiflorus",GCC-E429ACAC-7EC0-4DA7-826A-68A4629F435C,GCC,E791942E-8E3E-49A5-BEB2-017643E09FDF,true,2010-04-15T00:11:45.903,2012-02-11T19:46:03,,"981059-1,1205235-2","Data Providers:  Govaerts World Compositae Checklist A-G, IPNI, Tropicos, Preliminary Checklist of North American Compositae",""
GCC-5AF8E290-90A2-42CC-88AC-0176A2C77BD7,urn:lsid:compositae.org:names:5AF8E290-90A2-42CC-88AC-0176A2C77BD7,urn:lsid:compositae.org:concepts:270985,Asteraceae,Asteraceae,"Senecio petasitis (Sims) DC.",species,,Senecio,"","L.",,petasitis,"Sims","(Sims) DC.",,,"","","Sims","DC.","Prodr. 6",,"431",1838,,GCC-102BBF90-E343-4C74-850F-64AD40B8395F,,"",Synonym,GCC-5E2541F8-B66F-438B-B68B-6E52FC521E95,"Roldana petasitis (Sims) H.Rob. & Brettell",GCC-8E5155BD-8DA5-4B76-863B-F53BEF3839F9,GCC,5AF8E290-90A2-42CC-88AC-0176A2C77BD7,true,2010-09-16T21:11:22.700,2012-02-11T19:46:03,,"142002-3,246874-1","Data Providers:  CONABIO, African Plant Database, New Zealand Plant Name Database, Flora Malesiana, Govaerts World Compositae Checklist A-G, IPNI, MesoAmericana, Tropicos, Euro+Med, New South Wales Flora Online, Preliminary Checklist of North American Compositae, Naturalised Australian Asteraceae","ori:FNA"
GCC-972F5EAA-DC01-4128-BFD4-017714ED3E75,urn:lsid:compositae.org:names:972F5EAA-DC01-4128-BFD4-017714ED3E75,urn:lsid:compositae.org:concepts:315802,Asteraceae,Asteraceae,"Amphibecis violacea (Schrank) Schrank",species,,Amphibecis,"","Humb. ex Schrank",,violacea,"Schrank","(Schrank) Schrank",,,"","","Schrank","Schrank","Syll. Pl. Nov. 1",,"86",1824,,GCC-2316EE87-153C-4FC4-AD42-0112A64EFFF5,,"",Synonym,GCC-32094B8C-5BC7-4D80-A36C-99427741F9B0,"Centratherum punctatum Cass.",GCC-10FCB5C5-F8E9-44E5-BF2D-532D3051E6AD,GCC,972F5EAA-DC01-4128-BFD4-017714ED3E75,true,2012-01-26T00:53:35.187,2012-02-11T19:46:03,,"176238-1","Data Providers:  Govaerts World Compositae Checklist A-G, IPNI, MesoAmericana, Tropicos, Flora del Conosur, Bolivia Checklist, Robinson Vernonieae",""
GCC-7C1D51C5-3AFE-40E1-9ECE-0178313BCE7B,urn:lsid:compositae.org:names:7C1D51C5-3AFE-40E1-9ECE-0178313BCE7B,urn:lsid:compositae.org:concepts:365408,Asteraceae,Asteraceae,"Senecio harfordii Greenm.",species,,Senecio,"","L.",,harfordii,"","Greenm.",,,"","",NULL,"Greenm.","Contr. U. S. Natl. Herb. 11: 597. 1906",,"597",1906,,,,"",Synonym,GCC-B7FB80E0-0C06-41AA-8F19-32F5742D9486,"Packera bolanderi var. harfordii (Greenm.) Trock & T.M.Barkley",GCC-8E5155BD-8DA5-4B76-863B-F53BEF3839F9,GCC,7C1D51C5-3AFE-40E1-9ECE-0178313BCE7B,true,2010-08-25T05:02:59.713,2012-02-11T19:46:03,,"233215-2","Data Providers:  IPNI, Tropicos, Preliminary Checklist of North American Compositae",""
GCC-E904CFD0-B288-4049-9D02-0179F9924036,urn:lsid:compositae.org:names:E904CFD0-B288-4049-9D02-0179F9924036,urn:lsid:compositae.org:concepts:297972,Asteraceae,Asteraceae,"Baccharis helichrysoides DC.",species,,Baccharis,"","L.",,helichrysoides,"","DC.",,,"","",NULL,"DC.",NULL,,"415",1836,,,,"",Accepted,GCC-E904CFD0-B288-4049-9D02-0179F9924036,"Baccharis helichrysoides DC.",GCC-8AA745B0-4318-4137-8A27-56ECD5AB7DC6,GCC,E904CFD0-B288-4049-9D02-0179F9924036,true,2011-09-24T20:36:08.890,2012-02-11T19:46:03,,"183346-1","Data Providers:  Govaerts World Compositae Checklist A-G, IPNI, Tropicos, Flora del Conosur, Lista de Espécies da Flora do Brasil, LCR Editor",""
GCC-26FAD8D5-5AD3-4EDF-8EE9-017A8A833F73,urn:lsid:compositae.org:names:26FAD8D5-5AD3-4EDF-8EE9-017A8A833F73,urn:lsid:compositae.org:concepts:306320,Asteraceae,Asteraceae,"Crepis caespitosa (Moris) Gren. & Godr.",species,,Crepis,"","L.",,caespitosa,"Moris","(Moris) Gren. & Godr.",,,"","","Moris","Gren. & Godr.",NULL,,"332",1850,,GCC-CD28014A-3E46-444E-B697-891D25840F76,,"",Synonym,GCC-2CB8B444-9827-410D-A7A5-3323C0747C95,"Crepis bellidifolia Loisel.",GCC-ED33DFE9-5D6E-4131-8CA0-C4D1F047CAE1,GCC,26FAD8D5-5AD3-4EDF-8EE9-017A8A833F73,true,2010-12-19T21:31:50.430,2012-02-11T19:46:03,,"199746-1","Data Providers:  Govaerts World Compositae Checklist A-G, IPNI, Euro+Med, Cichorieae Portal",""
GCC-1C0A3FED-F4F1-48C7-BFA6-017C195A833B,urn:lsid:compositae.org:names:1C0A3FED-F4F1-48C7-BFA6-017C195A833B,urn:lsid:compositae.org:concepts:464386,Asteraceae,Asteraceae,"Espeletia pycnophylla subsp. angelensis Cuatrec.",subspecies,,Espeletia,"","Mutis ex Humb. & Bonpl.",,pycnophylla,"","Cuatrec.",subspecies,angelensis,NULL,"Cuatrec.",NULL,"Cuatrec.","Phytologia 45",,"",1980,,,,"",Accepted,GCC-1C0A3FED-F4F1-48C7-BFA6-017C195A833B,"Espeletia pycnophylla subsp. angelensis Cuatrec.",GCC-DAE803EB-ED85-459C-AAF3-8116E39A12FE,GCC,1C0A3FED-F4F1-48C7-BFA6-017C195A833B,true,2010-04-15T04:40:08.700,2012-02-11T19:46:03,,"877240-1,97757-2","Data Providers:  Govaerts World Compositae Checklist A-G, IPNI, Tropicos, Colombia Checklist",""
GCC-B051F575-CBD2-436A-ABED-017C2493F208,urn:lsid:compositae.org:names:B051F575-CBD2-436A-ABED-017C2493F208,urn:lsid:compositae.org:concepts:302118,Asteraceae,Asteraceae,"Centaurea glaphyrocephala Nábělek",species,,Centaurea,"","L.",,glaphyrocephala,"","Nábělek",,,"","",NULL,"Nábělek",NULL,,"",1925,,,,"",Accepted,GCC-B051F575-CBD2-436A-ABED-017C2493F208,"Centaurea glaphyrocephala Nábělek",GCC-ABACCE00-24F8-4B5D-8168-019DC10C7D65,GCC,B051F575-CBD2-436A-ABED-017C2493F208,true,2011-09-25T20:28:02.920,2012-02-11T19:46:03,,"190570-1","Data Providers:  Govaerts World Compositae Checklist A-G, IPNI, LCR Editor",""
GCC-22EF9E52-801F-4AF8-BD59-017CB4BC55BD,urn:lsid:compositae.org:names:22EF9E52-801F-4AF8-BD59-017CB4BC55BD,urn:lsid:compositae.org:concepts:522966,Asteraceae,Asteraceae,"Hieracium visontinum Mateo",species,,Hieracium,"","Tourn. ex L.",,visontinum,"","Mateo",,,"","",NULL,"Mateo",NULL,,"45",2006,,,,"",Accepted,GCC-22EF9E52-801F-4AF8-BD59-017CB4BC55BD,"Hieracium visontinum Mateo",GCC-F84FA45B-C1DB-4F8F-9A21-7054E4C71895,GCC,22EF9E52-801F-4AF8-BD59-017CB4BC55BD,true,2010-12-16T12:43:41.537,2012-02-11T19:46:03,,"77080397-1","Data Providers:  IPNI, Euro+Med, Cichorieae Portal",""
GCC-5D74AAD4-4F5A-4D19-8448-017CD930BCB8,urn:lsid:compositae.org:names:5D74AAD4-4F5A-4D19-8448-017CD930BCB8,[none],Asteraceae,Asteraceae,"Cineraria aurantiaca var. aurantiaca",variety,,Cineraria,"","L.",,aurantiaca,"","Hoppe ex Willd.",variety,aurantiaca,NULL,NULL,NULL,NULL,NULL,,"",,,,,"",Synonym,GCC-B0FA252C-F5A9-4C86-BB12-7D7DDEDD8EE1,"Tephroseris integrifolia subsp. aurantiaca (Hoppe ex Willd.) B.Nord.",GCC-66360198-7F6C-406E-ABCE-895471A0996F,GCC,5D74AAD4-4F5A-4D19-8448-017CD930BCB8,true,2011-06-27T21:26:33.890,2012-02-11T19:46:03,,"","Data Providers:  LCR Editor",""
GCC-03CA6109-64EF-48D7-BDC6-017D06B52A21,urn:lsid:compositae.org:names:03CA6109-64EF-48D7-BDC6-017D06B52A21,urn:lsid:compositae.org:concepts:559557,Asteraceae,Asteraceae,"Helianthus maximiliani var. maximiliani",variety,,Helianthus,"","L.",,maximiliani,"","Schrad.",variety,maximiliani,NULL,NULL,NULL,NULL,NULL,,"",,,,,"",Synonym,GCC-22B075AB-70E6-414B-912A-3A9C9056E04E,"Helianthus maximiliani Schrad.",GCC-22B075AB-70E6-414B-912A-3A9C9056E04E,GCC,03CA6109-64EF-48D7-BDC6-017D06B52A21,true,2011-06-27T16:39:35.013,2012-02-11T19:46:03,,"","Data Providers:  LCR Editor",""
GCC-8DA10609-ED19-4370-ABD5-017D5FB4776B,urn:lsid:compositae.org:names:8DA10609-ED19-4370-ABD5-017D5FB4776B,urn:lsid:compositae.org:concepts:563986,Asteraceae,Asteraceae,"Chondrilla juncea var. juncea",variety,,Chondrilla,"Tourn.","(Tourn.) Tourn. ex L.",,juncea,"","L.",variety,juncea,NULL,NULL,NULL,NULL,NULL,,"",,,,,"",Synonym,GCC-9E725F16-A64B-4C02-AF79-DB984A40DE78,"Chondrilla juncea L.",GCC-9E725F16-A64B-4C02-AF79-DB984A40DE78,GCC,8DA10609-ED19-4370-ABD5-017D5FB4776B,true,2011-09-26T04:33:50.873,2012-02-11T19:46:03,,"","Data Providers:  LCR Editor",""
GCC-A9E17E31-8C3A-4C0E-A2DD-017DB33D67E4,urn:lsid:compositae.org:names:A9E17E31-8C3A-4C0E-A2DD-017DB33D67E4,urn:lsid:compositae.org:concepts:373031,Asteraceae,Asteraceae,"Senecio pinnatifolius var. alpinus (Ali) I.Thomps.",variety,,Senecio,"","L.",,pinnatifolius,"","A.Rich.",variety,alpinus,"Ali","(Ali) I.Thomps.","Ali","I.Thomps.","Muelleria 21",,"",2005,,,,"",Accepted,GCC-A9E17E31-8C3A-4C0E-A2DD-017DB33D67E4,"Senecio pinnatifolius var. alpinus (Ali) I.Thomps.",GCC-90486D41-7BD0-4207-8DC9-880B0D3AECC0,GCC,A9E17E31-8C3A-4C0E-A2DD-017DB33D67E4,true,2010-04-19T07:01:47.420,2012-02-11T19:46:03,,"77070059-1","Data Providers:  IPNI, Flora of Tasmania Online, Australian Capital Territory Census, New South Wales Flora Online, Victoria Census","NW 6/12/2006"
GCC-5313D662-1521-4579-B3B9-017DB67B5421,urn:lsid:compositae.org:names:5313D662-1521-4579-B3B9-017DB67B5421,urn:lsid:compositae.org:concepts:272524,Asteraceae,Asteraceae,"Fresenia nana Hutch.",species,,Fresenia,"","DC.",,nana,"","Hutch.",,,"","",NULL,"Hutch.",NULL,,"362",1917,,,,"",Synonym,GCC-CF9C053A-0B84-43CF-A3FC-1282E2D78533,"Felicia macrorrhiza (Thunb.) DC.",GCC-5BDB85B1-9886-4024-9D80-FAC9ED4132FD,GCC,5313D662-1521-4579-B3B9-017DB67B5421,true,2010-04-15T13:29:26.250,2012-02-11T19:46:03,,"208300-1","Data Providers:  African Plant Database, Govaerts World Compositae Checklist A-G, IPNI, Tropicos","ori:FSA"
GCC-6172F237-0797-407D-B612-017DFC2039DC,urn:lsid:compositae.org:names:6172F237-0797-407D-B612-017DFC2039DC,urn:lsid:compositae.org:concepts:556731,Asteraceae,Asteraceae,"Senecioneae prenanthiflorus Benth. & Hook.f.",species,,Senecioneae,"","Cass.",,prenanthiflorus,"","Benth. & Hook.f.",,,"","",NULL,"Benth. & Hook.f.",NULL,,"",,,,,"",Accepted,GCC-6172F237-0797-407D-B612-017DFC2039DC,"Senecioneae prenanthiflorus Benth. & Hook.f.",GCC-DEFDB83D-0A59-4D27-B65A-F8D9023E8C9E,GCC,6172F237-0797-407D-B612-017DFC2039DC,true,2010-12-24T19:42:34.387,2012-02-11T19:46:03,,"","Data Providers:  Robinson Eupatorieae",""
GCC-BF5CC90F-87BB-417B-875D-017F1CE2F868,urn:lsid:compositae.org:names:BF5CC90F-87BB-417B-875D-017F1CE2F868,urn:lsid:compositae.org:concepts:313725,Asteraceae,Asteraceae,"Erechtites megalocarpa Fernald",species,,Erechtites,"","Raf.",,megalocarpa,"","Fernald",,,"","",NULL,"Fernald","Rhodora 19",,"24",1917,,,,"",Synonym,GCC-93761DF6-C8C1-49EE-B726-762287018A89,"Erechtites hieraciifolius var. megalocarpus (Fernald) Cronquist",GCC-A65BFF32-AD5E-43C6-944C-3B92CA28059F,GCC,BF5CC90F-87BB-417B-875D-017F1CE2F868,true,2010-06-25T17:05:46.963,2012-02-11T19:46:03,,"93316-2,203342-1","Data Providers:  Govaerts World Compositae Checklist A-G, IPNI, Tropicos, Preliminary Checklist of North American Compositae","as 'megalocarpa'"
GCC-A60A655B-FCC0-43DE-A7AC-017F2E253371,urn:lsid:compositae.org:names:A60A655B-FCC0-43DE-A7AC-017F2E253371,[none],Asteraceae,Asteraceae,"Baccharis tridentata Gaudich.",species,,Baccharis,"","L.",,tridentata,"","Gaudich.",,,"","",NULL,"Gaudich.","Fl. Mal.: 15",,"15",,,,,"",Synonym,GCC-896396B5-5FF0-48FD-B6E6-2978FD6E6561,"Baccharis tricuneata (L.f.) Pers.",GCC-8AA745B0-4318-4137-8A27-56ECD5AB7DC6,GCC,A60A655B-FCC0-43DE-A7AC-017F2E253371,true,2011-09-24T22:32:20.420,2012-02-11T19:46:03,,"","Data Providers:  Govaerts World Compositae Checklist A-G",""
GCC-AC8989C7-B061-41AE-B42F-017F82F7624B,urn:lsid:compositae.org:names:AC8989C7-B061-41AE-B42F-017F82F7624B,urn:lsid:compositae.org:concepts:305664,Asteraceae,Asteraceae,"Cousinia incompta DC.",species,,Cousinia,"","Cass.",,incompta,"","DC.",,,"","",NULL,"DC.",NULL,,"553",1838,,,,"",Accepted,GCC-AC8989C7-B061-41AE-B42F-017F82F7624B,"Cousinia incompta DC.",GCC-FE5BFAD5-D03B-4886-A824-5D5839388F8C,GCC,AC8989C7-B061-41AE-B42F-017F82F7624B,true,2010-04-14T11:08:43.840,2012-02-11T19:46:03,,"198982-1","Data Providers:  Govaerts World Compositae Checklist A-G, IPNI",""
GCC-03A23690-5701-4D73-A8A4-018008634870,urn:lsid:compositae.org:names:03A23690-5701-4D73-A8A4-018008634870,urn:lsid:compositae.org:concepts:558110,Asteraceae,Asteraceae,"Eupatorium rotundifolium subsp. rotundifolium",subspecies,,Eupatorium,"","Tourn. ex L.",,rotundifolium,"","L.",subspecies,rotundifolium,NULL,NULL,NULL,NULL,NULL,,"",,,,,"",Synonym,GCC-A98CF5F1-56EC-497C-BA77-081E9BA827B7,"Eupatorium rotundifolium L.",GCC-A98CF5F1-56EC-497C-BA77-081E9BA827B7,GCC,03A23690-5701-4D73-A8A4-018008634870,true,2011-06-25T15:04:51.623,2012-02-11T19:46:03,,"","Data Providers:  LCR Editor",""
GCC-EC0B3919-1101-431C-8A04-0180358B3331,urn:lsid:compositae.org:names:EC0B3919-1101-431C-8A04-0180358B3331,urn:lsid:compositae.org:concepts:457040,Asteraceae,Asteraceae,"Scorzonera grigoraschvilii (Sosn.) Lipsch.",species,,Scorzonera,"","L.",,grigoraschvilii,"Sosn.","(Sosn.) Lipsch.",,,"","","Sosn.","Lipsch.",NULL,,"48",1964,,GCC-AC218EBC-BAA6-4744-A76A-0F5611BEB162,,"",Synonym,GCC-AC218EBC-BAA6-4744-A76A-0F5611BEB162,"Podospermum grigoraschvilii Sosn.",GCC-55CC93D8-25C4-4B4D-9A97-2E54F788C849,GCC,EC0B3919-1101-431C-8A04-0180358B3331,true,2010-12-16T01:26:20.350,2012-02-11T19:46:03,,"243199-1","Data Providers:  IPNI, Tropicos, Euro+Med, Vascular Plants of Russia, Cichorieae Portal",""
GCC-74E4EDD4-7CE5-4D7F-BB97-01804E8EC072,urn:lsid:compositae.org:names:74E4EDD4-7CE5-4D7F-BB97-01804E8EC072,urn:lsid:compositae.org:concepts:533030,Asteraceae,Asteraceae,"Berinia grandiflora (All.) Sch.Bip.",species,,Berinia,"","Brign.",,grandiflora,"All.","(All.) Sch.Bip.",,,"","","All.","Sch.Bip.",NULL,,"317",1866,,GCC-AED4BCBE-0A95-4243-A89C-7852E29CBAD8,,"",Synonym,GCC-DF1B3281-321A-4505-A34B-D67D87037F16,"Crepis conyzifolia (Gouan) A.Kern.",GCC-CCE28BE3-6642-457B-8F8A-55358E1D99F9,GCC,74E4EDD4-7CE5-4D7F-BB97-01804E8EC072,true,2011-09-25T00:51:11.437,2012-02-11T19:46:03,,"184479-1","Data Providers:  Govaerts World Compositae Checklist A-G, IPNI, Cichorieae Portal",""
GCC-AD4658D1-8DFC-40E2-8FC1-018130C4C65F,urn:lsid:compositae.org:names:AD4658D1-8DFC-40E2-8FC1-018130C4C65F,[none],Asteraceae,Asteraceae,"Senecio dimorphophyllus subsp. dimorphophyllus",subspecies,,Senecio,"","L.",,dimorphophyllus,"","Greene",subspecies,dimorphophyllus,NULL,NULL,NULL,NULL,NULL,,"",,,,,"",Synonym,GCC-F36BC711-6039-4F90-B5E3-60F70A3BB51C,"Packera dimorphophylla (Greene) W.A.Weber & Á.Löve var. dimorphophylla",GCC-B8187852-3AE7-44A8-BE6C-40C53FA671D1,GCC,AD4658D1-8DFC-40E2-8FC1-018130C4C65F,true,2011-06-27T17:06:46.060,2012-02-11T19:46:03,,"","Data Providers:  LCR Editor",""
GCC-DD96FA2D-C34C-49D3-9676-0181D7652B16,urn:lsid:compositae.org:names:DD96FA2D-C34C-49D3-9676-0181D7652B16,urn:lsid:compositae.org:concepts:271388,Asteraceae,Asteraceae,"Wollastonia zanzibarensis DC.",species,,Wollastonia,"","DC. ex Decne",,zanzibarensis,"","DC.",,,"","",NULL,"DC.","Prodr. (DC.) 5: 547",,"",,,,,"",Synonym,GCC-139D3BEE-EF82-4C59-A02C-BA46DD9AB6EB,"Melanthera biflora (L.) Wild",GCC-13F2B90D-ACD8-4F15-A328-6C9D934E74B5,GCC,DD96FA2D-C34C-49D3-9676-0181D7652B16,true,2010-04-20T12:43:27.637,2012-02-11T19:46:03,,"260713-1","Data Providers:  African Plant Database, LCR Editor, IPNI, Tropicos","ori:FTA"
GCC-0084DBF3-288A-4651-8510-0182C14AE8F4,urn:lsid:compositae.org:names:0084DBF3-288A-4651-8510-0182C14AE8F4,urn:lsid:compositae.org:concepts:389230,Asteraceae,Asteraceae,"Chaetanthera sphaeroidalis (Reiche) Hicken",species,,Chaetanthera,"","Ruiz & Pav.",,sphaeroidalis,"Reiche","(Reiche) Hicken",,,"","","Reiche","Hicken","Darwiniana 1",,"41",1922,,GCC-798FE144-CC3C-4D87-9A5B-997B75FBBDC7,,"",Accepted,GCC-0084DBF3-288A-4651-8510-0182C14AE8F4,"Chaetanthera sphaeroidalis (Reiche) Hicken",GCC-3FAB1232-EA88-40FB-8461-6D27CD5D60B3,GCC,0084DBF3-288A-4651-8510-0182C14AE8F4,true,2011-09-26T02:28:48.047,2012-02-11T19:46:03,,"54017-2,192381-1","Data Providers:  Govaerts World Compositae Checklist A-G, IPNI, Tropicos, Flora del Conosur",""
GCC-90C968B2-08D3-4800-A1C6-0183A32B9638,urn:lsid:compositae.org:names:90C968B2-08D3-4800-A1C6-0183A32B9638,urn:lsid:compositae.org:concepts:257317,Asteraceae,Asteraceae,"Brickellia recondita (McVaugh) Keil & Pinkava",species,,Brickellia,"","Elliott",,recondita,"McVaugh","(McVaugh) Keil & Pinkava",,,"","","McVaugh","Keil & Pinkava","Amer. J. Bot. 63(10): 1393. 1976.",,"1393",1976,,GCC-20D5E590-C4E3-4263-8E7E-5BF5C5F6EDCE,,"",Synonym,GCC-20D5E590-C4E3-4263-8E7E-5BF5C5F6EDCE,"Carminatia recondita McVaugh",GCC-6BE95560-B386-4C47-9E6C-05AF9A21D94F,GCC,90C968B2-08D3-4800-A1C6-0183A32B9638,true,2011-09-25T07:59:07.437,2012-02-11T19:46:03,,"186296-1","Data Providers:  CONABIO, Govaerts World Compositae Checklist A-G, IPNI, MesoAmericana, Tropicos, Robinson Eupatorieae",""
GCC-36066199-8929-4D9F-96D5-0184C6CE7BD8,urn:lsid:compositae.org:names:36066199-8929-4D9F-96D5-0184C6CE7BD8,urn:lsid:compositae.org:concepts:272061,Asteraceae,Asteraceae,"Senecio lasiorhizus DC.",species,,Senecio,"","L.",,lasiorhizus,"","DC.",,,"","",NULL,"DC.","Prodr. (DC.) 6: 387",,"387",1838,,,,"",Synonym,GCC-5C0D826C-2433-4F30-BDD4-0D1A15F11FAF,"Senecio coronatus (Thunb.) Harv.",GCC-8E5155BD-8DA5-4B76-863B-F53BEF3839F9,GCC,36066199-8929-4D9F-96D5-0184C6CE7BD8,true,2010-04-19T05:03:59.217,2012-02-11T19:46:03,,"245949-1","Data Providers:  African Plant Database, IPNI, Tropicos","ori:FSA-FTA"
GCC-EFFE5A95-EA34-45ED-9203-0185A02A1DE2,urn:lsid:compositae.org:names:EFFE5A95-EA34-45ED-9203-0185A02A1DE2,urn:lsid:compositae.org:concepts:343875,Asteraceae,Asteraceae,"Scorzonera dzhawakhetica Sosn. ex Grossh.",species,,Scorzonera,"","L.",,dzhawakhetica,"","Sosn. ex Grossh.",,,"","",NULL,"Sosn. ex Grossh.",NULL,,"236",1934,,,,"",Accepted,GCC-EFFE5A95-EA34-45ED-9203-0185A02A1DE2,"Scorzonera dzhawakhetica Sosn. ex Grossh.",GCC-55CC93D8-25C4-4B4D-9A97-2E54F788C849,GCC,EFFE5A95-EA34-45ED-9203-0185A02A1DE2,true,2011-12-23T08:01:52.060,2012-02-11T19:46:03,,"243153-1","Data Providers:  IPNI, Tropicos, Euro+Med, Vascular Plants of Russia, Cichorieae Portal, LCR Editor",""
GCC-DBF40848-0A40-4EE2-AAF7-0186985C1474,urn:lsid:compositae.org:names:DBF40848-0A40-4EE2-AAF7-0186985C1474,[none],Asteraceae,Asteraceae,"Eupatorium maculatum f. anomalum Vict.",forma,,Eupatorium,"","Tourn. ex L.",,maculatum,"","L.",forma,anomalum,NULL,"Vict.",NULL,"Vict.","Naturaliste Canad. 71",,"208",1944,,,,"",Synonym,GCC-D21E376A-976D-4ABB-AF90-24CF6E1FB45D,"Eupatorium quaternum DC.",GCC-62421207-56ED-464A-8559-027CFC368E4A,GCC,DBF40848-0A40-4EE2-AAF7-0186985C1474,true,2010-04-15T07:46:58.903,2012-02-11T19:46:03,,"1180554-2,100365-2","Data Providers:  Govaerts World Compositae Checklist A-G, IPNI, Tropicos",""
GCC-8DED3AA1-A078-46AD-B2A5-018794D0D905,urn:lsid:compositae.org:names:8DED3AA1-A078-46AD-B2A5-018794D0D905,urn:lsid:compositae.org:concepts:547582,Asteraceae,Asteraceae,"Senecio herzogii Cabrera",species,,Senecio,"","L.",,herzogii,"","Cabrera",,,"","",NULL,"Cabrera",NULL,,"",1952,,,,"",Synonym,GCC-DD2416F7-C67B-45C8-ADEA-35D385F94AD5,"Pentacalia herzogii (Cabrera) Cuatrec.",GCC-8E5155BD-8DA5-4B76-863B-F53BEF3839F9,GCC,8DED3AA1-A078-46AD-B2A5-018794D0D905,true,2010-12-14T10:41:27.690,2012-02-11T19:46:03,,"245488-1,233234-2","Data Providers:  IPNI, Tropicos, Bolivia Checklist",""
